id_,ward,beds,baths,DEN,size,parking,exposure,D_mkt,building_age,maint,price
917915,W10,2,2,YES,500-999 sqft,Yes,E,0,6,355,604000
558576,W13,2,3,No,0-499 sqft,N,No,9,16,360,519000
951393,W10,1,1,No,0-499 sqft,N,S,5,0,304,421000
846712,W13,1,1,YES,500-999 sqft,Yes,We,78,6,733,830000
449327,W10,1,1,No,0-499 sqft,Yes,E,0,14,462,614000
534697,W11,2,1,YES,500-999 sqft,N,No,14,2,586,813000
605576,W13,1,2,YES,500-999 sqft,N,E,8,18,480,563000
642606,W10,3,2,No,1500-1999 sqft,N,No,26,14,1545,2285000
505848,W13,2,2,No,500-999 sqft,Yes,S,7,18,564,619000
262314,W10,2,2,YES,1000-1499 sqft,N,No,10,34,672,873000
874649,W13,1,1,YES,500-999 sqft,N,S,9,13,469,443000
516373,W11,1,1,YES,1000-1499 sqft,N,E,4,6,769,825000
962746,W10,1,1,No,0-499 sqft,Yes,No,6,22,324,476000
158298,W13,2,1,No,500-999 sqft,Yes,S,2,4,618,1074000
482716,W10,1,1,YES,500-999 sqft,Yes,E,5,14,828,714000
857552,W10,2,1,No,500-999 sqft,N,S,15,1,1090,1187000
488027,W10,2,2,YES,500-999 sqft,Yes,No,18,9,534,816000
816219,W10,3,3,No,500-999 sqft,Yes,S,10,3,839,984000
436273,W10,2,2,No,1000-1499 sqft,N,S,27,1,662,1302000
656259,W13,1,1,No,500-999 sqft,Yes,No,0,3,623,667000
544499,W10,1,1,No,0-499 sqft,N,We,16,5,463,444000
785286,W13,1,2,No,0-499 sqft,Yes,No,2,13,339,432000
411445,W13,0,1,No,0-499 sqft,N,No,2,8,246,385000
523985,W11,2,2,No,2500-2999 sqft,Yes,S,42,0,2576,2359000
293833,W10,1,1,No,0-499 sqft,N,No,8,14,496,550000
118880,W13,2,3,YES,2500-2999 sqft,Yes,E,5,3,2377,2725000
364511,W11,1,1,No,500-999 sqft,Yes,No,11,22,469,518000
785578,W13,2,2,No,1000-1499 sqft,Yes,No,10,1,1258,1333000
134141,W13,1,1,YES,500-999 sqft,Yes,We,2,17,360,422000
235869,W10,2,2,No,500-999 sqft,Yes,S,4,8,744,930000
978065,W10,1,1,No,500-999 sqft,N,No,12,1,339,480000
112794,W10,1,1,No,0-499 sqft,Yes,S,1,19,284,471000
451461,W10,1,1,YES,1000-1499 sqft,Yes,No,4,25,1421,1086000
802262,W10,1,1,No,500-999 sqft,N,S,22,10,400,664000
291853,W10,2,1,YES,500-999 sqft,Yes,No,15,16,1018,1392000
226878,W11,1,1,No,500-999 sqft,N,S,12,11,638,636000
591977,W13,0,1,No,0-499 sqft,N,S,6,18,213,329000
161307,W10,1,1,YES,500-999 sqft,Yes,No,7,9,679,867000
405117,W11,1,1,YES,500-999 sqft,Yes,S,10,8,821,731000
140680,W13,2,2,No,500-999 sqft,N,S,23,0,827,986000
621084,W10,2,2,No,1500-1999 sqft,N,No,23,30,1306,1478000
668261,W10,1,1,No,500-999 sqft,Yes,No,1,5,556,961000
674670,W10,1,2,No,500-999 sqft,N,S,11,7,473,444000
216165,W10,2,3,No,500-999 sqft,Yes,E,11,10,1397,1123000
242627,W13,3,2,No,1500-1999 sqft,Yes,S,7,15,1194,1597000
133183,W11,1,1,YES,500-999 sqft,Yes,S,16,29,538,593000
760757,W10,3,2,No,1500-1999 sqft,N,S,10,6,1225,1979000
957703,W10,2,2,YES,500-999 sqft,Yes,No,46,1,653,988000
956151,W10,2,2,No,500-999 sqft,Yes,No,15,26,486,546000
509987,W13,0,1,No,500-999 sqft,Yes,S,11,1,462,399000
119232,W11,2,2,YES,500-999 sqft,N,E,10,0,541,973000
817499,W11,1,1,YES,500-999 sqft,N,S,46,4,495,625000
668056,W13,2,2,No,1000-1499 sqft,Yes,No,17,4,604,806000
263776,W13,0,1,No,0-499 sqft,N,We,4,18,309,363000
470127,W13,1,2,No,0-499 sqft,N,We,74,4,496,508000
340305,W13,1,1,No,0-499 sqft,Yes,S,5,12,188,344000
256621,W11,2,2,No,1000-1499 sqft,Yes,S,6,3,885,1274000
280757,W10,2,2,No,500-999 sqft,Yes,No,2,0,519,692000
821626,W13,1,1,No,1000-1499 sqft,Yes,We,0,1,1096,1367000
633587,W10,0,1,No,0-499 sqft,Yes,No,4,0,445,577000
199456,W13,1,1,No,0-499 sqft,Yes,S,15,1,269,355000
556216,W10,1,1,No,0-499 sqft,N,No,19,13,273,453000
267773,W10,1,1,YES,1000-1499 sqft,Yes,No,49,18,866,1091000
414649,W13,1,2,No,500-999 sqft,Yes,No,5,9,628,748000
929229,W10,1,1,YES,500-999 sqft,N,S,2,11,408,530000
983346,W11,1,1,No,1000-1499 sqft,Yes,We,3,8,686,826000
598378,W10,1,2,No,0-499 sqft,Yes,No,13,0,776,588000
264971,W11,2,2,No,500-999 sqft,N,No,15,1,903,1203000
695753,W10,2,2,No,1000-1499 sqft,N,S,4,33,1206,1160000
894913,W10,0,1,No,500-999 sqft,N,No,39,3,504,566000
891782,W10,3,3,No,500-999 sqft,Yes,E,8,8,906,914000
211298,W10,3,3,YES,2000-2499 sqft,Yes,E,9,5,2402,3102000
578499,W13,3,2,No,500-999 sqft,Yes,E,30,20,752,1076000
647458,W13,1,1,No,0-499 sqft,Yes,S,27,1,413,393000
750206,W11,2,2,YES,500-999 sqft,Yes,No,11,5,705,947000
577166,W10,1,1,YES,500-999 sqft,Yes,S,15,3,466,589000
774905,W13,1,1,No,0-499 sqft,N,No,3,3,365,444000
305928,W10,1,1,YES,500-999 sqft,Yes,S,1,3,567,553000
947968,W10,2,2,No,500-999 sqft,Yes,S,4,7,523,666000
958775,W11,1,1,No,0-499 sqft,N,No,8,13,382,564000
170453,W13,1,1,YES,500-999 sqft,Yes,No,9,7,580,932000
815249,W10,1,2,YES,0-499 sqft,N,S,35,5,399,476000
668185,W13,2,2,No,500-999 sqft,Yes,S,2,8,503,805000
816645,W13,2,2,No,1000-1499 sqft,Yes,We,8,10,646,900000
621270,W10,1,1,YES,500-999 sqft,N,No,19,4,526,630000
181605,W10,1,1,YES,1000-1499 sqft,N,E,6,19,948,1189000
889267,W13,1,2,YES,500-999 sqft,N,No,7,5,394,468000
521580,W13,3,2,No,500-999 sqft,N,S,1,0,670,845000
741266,W10,2,2,No,500-999 sqft,N,S,13,1,670,821000
522328,W13,2,3,No,500-999 sqft,Yes,S,5,4,628,858000
659347,W13,1,1,YES,0-499 sqft,Yes,No,26,11,249,437000
845128,W11,1,1,No,0-499 sqft,N,No,5,11,452,489000
775676,W10,3,2,No,1000-1499 sqft,N,We,7,9,1029,1172000
871089,W10,2,2,No,500-999 sqft,Yes,S,4,8,304,551000
283143,W13,2,2,No,500-999 sqft,N,No,36,2,317,513000
119385,W13,1,1,YES,500-999 sqft,Yes,S,31,20,465,639000
531063,W10,2,2,YES,500-999 sqft,Yes,We,1,5,885,867000
299677,W10,2,1,No,500-999 sqft,Yes,No,14,0,396,639000
265134,W11,2,2,YES,2000-2499 sqft,N,No,13,8,1943,2555000
985086,W10,1,1,YES,500-999 sqft,Yes,S,8,7,570,793000
676735,W13,1,1,YES,0-499 sqft,Yes,No,10,6,746,674000
745193,W13,2,2,No,500-999 sqft,N,S,9,23,997,897000
129168,W13,2,2,YES,1500-1999 sqft,Yes,No,9,25,749,1554000
484871,W11,1,1,No,1000-1499 sqft,Yes,We,7,13,820,1028000
608259,W13,2,2,No,0-499 sqft,N,S,14,9,356,504000
951947,W10,1,1,No,0-499 sqft,Yes,E,8,4,336,460000
469911,W13,1,1,YES,1000-1499 sqft,Yes,S,3,2,651,590000
771471,W10,2,2,No,1000-1499 sqft,Yes,S,29,13,1004,1690000
779111,W10,1,1,No,500-999 sqft,Yes,S,3,3,520,733000
174805,W10,2,3,YES,2000-2499 sqft,Yes,E,1,29,2006,1704000
303409,W10,1,1,No,500-999 sqft,N,S,7,7,518,527000
711408,W11,2,3,No,500-999 sqft,N,S,24,33,914,813000
592941,W13,1,1,No,500-999 sqft,Yes,S,0,0,709,946000
618168,W10,1,1,No,500-999 sqft,Yes,S,12,13,643,813000
139005,W10,1,1,YES,500-999 sqft,Yes,No,6,0,596,724000
708213,W13,1,1,No,500-999 sqft,Yes,We,5,7,651,802000
974613,W10,2,2,YES,1000-1499 sqft,N,S,13,1,1226,1524000
239909,W13,2,3,YES,1500-1999 sqft,Yes,S,6,2,2374,1469000
172197,W11,1,1,No,500-999 sqft,Yes,We,0,9,584,660000
941879,W10,3,2,No,2500-2999 sqft,Yes,S,16,48,1580,2272000
169171,W10,3,3,YES,5500-3999 sqft,N,We,12,2,3448,2632000
274144,W10,1,1,YES,500-999 sqft,N,S,11,6,851,1033000
722500,W13,1,1,No,0-499 sqft,Yes,No,7,2,356,388000
775783,W10,3,2,No,500-999 sqft,Yes,No,1,0,542,673000
808030,W11,2,2,YES,500-999 sqft,N,E,12,6,507,819000
689006,W11,2,2,No,1500-1999 sqft,N,S,2,19,807,1067000
224721,W13,2,2,YES,0-499 sqft,N,S,0,8,402,621000
441180,W10,1,1,YES,500-999 sqft,Yes,No,8,2,640,805000
240676,W10,0,1,No,500-999 sqft,N,S,18,5,410,496000
400697,W11,2,2,No,500-999 sqft,N,S,67,17,1047,1244000
516573,W13,0,1,No,0-499 sqft,N,No,0,2,263,399000
788780,W10,2,2,No,1000-1499 sqft,Yes,E,49,48,1879,1337000
365751,W13,2,2,No,1000-1499 sqft,N,No,3,1,1341,1434000
928049,W11,2,2,No,1500-1999 sqft,Yes,E,0,34,1614,2066000
422861,W13,1,1,No,0-499 sqft,N,No,9,7,332,466000
322852,W13,1,1,YES,500-999 sqft,Yes,E,22,1,522,769000
788493,W11,2,2,No,500-999 sqft,Yes,We,22,0,591,883000
189987,W13,1,2,YES,500-999 sqft,N,E,4,18,801,941000
656228,W10,2,2,No,500-999 sqft,Yes,No,22,13,769,659000
163374,W13,2,3,No,0-499 sqft,N,S,34,17,390,449000
910741,W11,1,1,No,500-999 sqft,N,No,37,5,567,714000
283148,W10,1,1,No,500-999 sqft,Yes,We,7,11,397,483000
290634,W13,3,2,No,2000-2499 sqft,N,S,23,26,1791,2170000
825876,W10,1,1,YES,500-999 sqft,Yes,S,12,1,747,585000
929461,W13,1,1,YES,500-999 sqft,N,S,5,11,280,466000
985101,W10,1,1,No,0-499 sqft,N,E,43,0,492,612000
543804,W13,1,1,YES,500-999 sqft,N,No,20,13,426,550000
226619,W10,2,2,YES,500-999 sqft,N,S,46,2,850,851000
938201,W13,1,1,YES,0-499 sqft,N,S,23,20,407,438000
310040,W13,2,2,YES,1000-1499 sqft,Yes,E,16,33,1058,934000
685512,W13,3,2,No,500-999 sqft,N,S,6,3,546,812000
344592,W10,0,1,No,500-999 sqft,N,S,3,0,458,523000
429013,W13,2,2,No,500-999 sqft,N,We,6,28,588,779000
376024,W11,2,2,No,1500-1999 sqft,N,No,2,6,1417,2032000
263296,W13,1,1,No,500-999 sqft,Yes,S,6,11,415,507000
380637,W10,1,1,YES,500-999 sqft,Yes,No,15,11,509,873000
960375,W13,2,3,No,1500-1999 sqft,N,We,1,15,999,1347000
349843,W10,2,2,No,500-999 sqft,N,We,15,21,853,806000
527036,W10,1,1,YES,500-999 sqft,Yes,E,13,1,597,947000
208249,W11,1,1,YES,500-999 sqft,Yes,We,4,16,552,796000
866942,W11,1,1,No,500-999 sqft,Yes,S,17,4,529,652000
850075,W10,3,2,No,1000-1499 sqft,N,We,1,5,865,1154000
727561,W11,2,1,No,2000-2499 sqft,Yes,S,4,7,1530,2350000
207176,W13,0,1,No,0-499 sqft,Yes,No,12,7,348,396000
437454,W10,2,2,No,0-499 sqft,Yes,S,4,30,407,510000
801874,W10,2,2,No,500-999 sqft,N,S,1,7,549,685000
142497,W11,2,2,No,1000-1499 sqft,Yes,S,5,14,944,1195000
321669,W13,2,2,YES,1000-1499 sqft,N,S,20,6,1260,1417000
967087,W10,2,2,No,1500-1999 sqft,Yes,S,35,29,1160,1389000
718167,W10,1,1,YES,500-999 sqft,Yes,S,27,4,521,762000
530528,W13,2,2,No,500-999 sqft,N,S,13,2,733,979000
217231,W11,1,1,No,500-999 sqft,Yes,S,10,14,568,761000
828052,W13,1,1,No,500-999 sqft,Yes,E,0,10,622,667000
840526,W13,2,3,No,500-999 sqft,Yes,We,9,26,549,714000
241095,W10,1,1,No,500-999 sqft,Yes,No,13,2,321,433000
481217,W13,1,1,No,0-499 sqft,N,S,1,15,339,382000
499395,W10,0,1,No,500-999 sqft,N,S,30,25,390,597000
347831,W13,0,1,No,500-999 sqft,N,No,25,25,508,547000
647558,W10,2,2,YES,1000-1499 sqft,Yes,S,23,13,1203,1262000
929027,W11,1,1,YES,500-999 sqft,N,S,16,14,439,564000
389740,W10,1,1,YES,1000-1499 sqft,N,We,16,3,653,897000
850594,W10,2,2,No,500-999 sqft,N,E,16,1,820,749000
962218,W11,2,3,YES,1000-1499 sqft,Yes,No,4,23,736,862000
671798,W11,1,1,YES,1000-1499 sqft,N,S,9,1,748,1186000
657065,W11,2,2,No,500-999 sqft,Yes,No,2,1,451,567000
564085,W10,1,1,YES,0-499 sqft,N,No,11,16,408,596000
639669,W13,1,1,YES,0-499 sqft,Yes,S,9,5,844,595000
907521,W10,2,2,No,500-999 sqft,Yes,No,6,19,992,1263000
220335,W10,1,1,No,0-499 sqft,N,S,20,2,314,452000
882742,W10,3,2,No,2000-2499 sqft,Yes,E,3,9,3425,3208000
357299,W10,1,1,No,0-499 sqft,Yes,No,5,6,376,502000
372368,W13,1,1,YES,500-999 sqft,Yes,S,5,33,600,953000
361143,W13,1,1,No,500-999 sqft,N,S,8,8,579,986000
469318,W11,2,1,YES,1000-1499 sqft,N,No,6,3,1140,1444000
610184,W11,1,1,No,0-499 sqft,N,No,2,9,385,458000
702165,W10,1,1,YES,0-499 sqft,N,S,16,15,603,566000
475379,W10,2,3,No,0-499 sqft,Yes,We,7,5,791,703000
363062,W11,1,1,No,500-999 sqft,Yes,E,15,4,479,657000
153497,W13,1,1,YES,500-999 sqft,Yes,S,6,0,536,800000
815359,W11,0,1,No,500-999 sqft,N,No,23,6,433,581000
511470,W13,2,1,No,0-499 sqft,Yes,We,6,2,498,580000
500460,W10,1,1,YES,500-999 sqft,Yes,E,17,2,464,647000
662164,W10,1,1,No,500-999 sqft,Yes,No,3,4,827,970000
369936,W11,2,2,No,500-999 sqft,N,E,7,7,1215,1082000
903188,W11,3,2,No,1000-1499 sqft,N,S,19,1,934,1388000
255728,W13,1,1,YES,0-499 sqft,Yes,No,15,17,567,513000
342652,W10,1,1,YES,1000-1499 sqft,Yes,E,5,11,1006,995000
708272,W13,2,2,YES,1500-1999 sqft,Yes,We,9,0,2045,2102000
130875,W10,1,1,YES,500-999 sqft,Yes,No,14,9,562,724000
846361,W10,1,1,No,500-999 sqft,N,E,12,8,568,847000
789370,W10,3,2,No,1500-1999 sqft,N,We,14,1,1568,1767000
145748,W10,1,1,No,0-499 sqft,Yes,No,16,7,282,434000
583990,W10,1,1,No,500-999 sqft,Yes,We,38,3,538,667000
716063,W10,1,1,No,0-499 sqft,N,E,2,5,430,635000
769897,W10,1,1,No,500-999 sqft,N,No,2,4,536,511000
996835,W10,1,1,No,500-999 sqft,Yes,We,14,9,350,562000
891425,W13,1,1,YES,1000-1499 sqft,N,No,2,1,815,966000
240112,W13,2,2,No,500-999 sqft,Yes,S,7,10,441,597000
754069,W11,3,3,No,2000-2499 sqft,Yes,S,4,4,1649,2309000
104292,W11,1,1,No,500-999 sqft,Yes,No,10,10,472,565000
711482,W10,0,1,No,0-499 sqft,Yes,S,11,1,347,467000
891573,W11,2,3,No,1500-1999 sqft,N,S,6,10,1022,1603000
349403,W10,2,3,No,0-499 sqft,N,No,19,27,410,515000
114341,W10,3,3,No,3000-3499 sqft,N,S,5,2,2773,2522000
892774,W13,1,1,No,500-999 sqft,Yes,We,5,4,546,592000
188092,W13,1,1,No,0-499 sqft,N,No,16,17,245,382000
729316,W10,1,1,YES,500-999 sqft,Yes,No,0,4,681,1012000
324694,W10,1,1,No,0-499 sqft,Yes,S,0,16,322,484000
366059,W13,2,2,No,0-499 sqft,Yes,We,38,11,343,488000
157361,W13,2,3,No,0-499 sqft,Yes,We,14,7,345,425000
557232,W13,3,3,No,500-999 sqft,N,No,2,7,611,631000
602579,W11,2,2,YES,500-999 sqft,N,S,17,19,911,798000
689325,W11,2,2,No,500-999 sqft,N,No,29,0,860,787000
829370,W10,2,2,No,500-999 sqft,Yes,E,8,11,1193,1143000
947142,W11,2,1,No,2500-2999 sqft,N,E,19,1,1651,2292000
337351,W10,2,2,No,500-999 sqft,Yes,No,16,5,693,675000
277662,W10,2,2,No,500-999 sqft,Yes,No,14,8,684,784000
304792,W10,1,1,YES,500-999 sqft,Yes,E,7,11,548,660000
208509,W10,1,1,YES,0-499 sqft,N,S,26,3,481,513000
856867,W13,1,1,No,500-999 sqft,Yes,We,3,9,371,549000
254082,W10,1,1,No,500-999 sqft,Yes,S,1,7,465,554000
461931,W10,1,1,No,0-499 sqft,Yes,E,37,4,378,462000
804735,W11,3,2,No,500-999 sqft,N,S,17,1,785,947000
677418,W13,1,1,YES,0-499 sqft,N,S,4,7,487,582000
547539,W10,1,1,YES,500-999 sqft,Yes,S,59,15,361,556000
546143,W13,2,2,No,0-499 sqft,Yes,S,7,27,546,481000
212016,W10,1,1,No,500-999 sqft,Yes,We,12,2,327,438000
513347,W13,2,2,No,500-999 sqft,Yes,We,4,14,406,429000
324249,W11,1,1,YES,1000-1499 sqft,N,No,1,8,804,1260000
100794,W10,1,1,No,0-499 sqft,N,S,17,0,628,466000
183865,W11,3,3,No,1000-1499 sqft,Yes,S,5,0,1273,1209000
735284,W13,1,1,YES,500-999 sqft,N,No,3,12,670,868000
658907,W13,1,1,YES,500-999 sqft,Yes,No,13,16,705,700000
332068,W11,2,2,No,500-999 sqft,Yes,No,16,19,471,614000
580708,W10,2,2,No,1000-1499 sqft,Yes,No,10,2,698,974000
340283,W10,1,1,YES,500-999 sqft,Yes,E,12,0,422,743000
864427,W13,2,2,No,1000-1499 sqft,N,No,13,1,1829,1896000
324014,W13,1,1,YES,500-999 sqft,Yes,No,20,26,477,881000
833810,W13,2,2,No,500-999 sqft,Yes,No,2,18,557,586000
106771,W13,3,2,No,1000-1499 sqft,N,S,16,6,734,977000
460592,W13,1,1,No,0-499 sqft,Yes,S,16,2,828,572000
105578,W13,1,1,No,0-499 sqft,Yes,We,33,8,284,332000
130793,W11,1,1,YES,0-499 sqft,N,We,26,25,826,707000
665041,W10,1,1,No,500-999 sqft,Yes,S,1,3,378,549000
657261,W13,2,2,No,500-999 sqft,N,E,74,3,521,638000
905193,W10,1,1,No,500-999 sqft,N,E,25,2,419,626000
907872,W10,2,2,No,1000-1499 sqft,Yes,No,1,37,1018,1223000
545777,W10,1,1,No,500-999 sqft,N,No,11,2,463,698000
532982,W11,0,1,No,500-999 sqft,N,We,0,8,466,470000
699481,W13,2,2,YES,2000-2499 sqft,N,S,19,0,1772,2155000
659574,W13,3,2,No,500-999 sqft,Yes,S,83,2,554,900000
561703,W10,2,1,YES,1500-1999 sqft,Yes,E,21,12,1257,1739000
852954,W10,1,1,No,500-999 sqft,Yes,No,3,11,603,728000
906725,W11,1,1,YES,500-999 sqft,Yes,S,6,25,730,881000
133281,W11,3,2,No,2000-2499 sqft,Yes,No,5,0,1364,1749000
424623,W10,2,3,YES,2000-2499 sqft,Yes,We,30,1,2190,2382000
851941,W10,2,2,YES,500-999 sqft,Yes,S,27,19,830,729000
602148,W13,2,2,No,1000-1499 sqft,N,We,38,8,740,1194000
800235,W10,2,3,No,500-999 sqft,Yes,S,12,8,708,830000
726713,W11,0,1,No,0-499 sqft,Yes,S,11,2,585,545000
897126,W10,1,1,YES,0-499 sqft,N,No,1,5,346,591000
625152,W10,1,1,YES,500-999 sqft,N,We,20,7,530,651000
247557,W13,2,2,No,500-999 sqft,N,E,15,6,539,637000
631080,W10,1,1,No,0-499 sqft,Yes,No,13,15,360,545000
362348,W10,3,3,No,500-999 sqft,Yes,No,6,12,640,767000
260156,W10,3,3,YES,2000-2499 sqft,Yes,S,11,0,2631,2573000
118688,W13,1,1,YES,500-999 sqft,Yes,S,2,3,709,796000
601878,W13,1,1,No,500-999 sqft,N,S,9,9,404,575000
900352,W11,1,1,YES,500-999 sqft,Yes,No,3,3,511,658000
819121,W13,2,2,YES,0-499 sqft,N,We,2,1,396,598000
502339,W11,1,1,YES,500-999 sqft,Yes,S,11,14,561,635000
510723,W10,0,1,No,0-499 sqft,N,S,14,1,371,472000
324308,W13,3,3,No,500-999 sqft,Yes,No,39,17,873,981000
749406,W11,1,1,YES,500-999 sqft,Yes,E,29,4,526,552000
959694,W10,0,1,No,500-999 sqft,Yes,We,5,4,414,576000
326628,W11,2,2,No,500-999 sqft,N,E,2,3,722,1041000
342580,W13,1,1,No,500-999 sqft,N,No,57,1,418,625000
177438,W10,1,1,YES,500-999 sqft,Yes,E,30,1,497,700000
144644,W10,1,2,YES,500-999 sqft,Yes,E,27,8,720,856000
228101,W13,1,1,No,0-499 sqft,Yes,E,3,16,467,456000
386214,W11,1,1,No,0-499 sqft,N,S,0,5,333,483000
641824,W10,1,1,YES,500-999 sqft,Yes,S,4,18,721,753000
353143,W10,1,1,No,500-999 sqft,N,No,14,12,263,426000
427386,W13,1,1,No,500-999 sqft,N,We,24,16,494,465000
659374,W13,2,3,No,0-499 sqft,Yes,S,23,1,377,477000
805982,W11,1,1,YES,500-999 sqft,N,S,30,48,1139,1037000
929795,W10,1,1,YES,0-499 sqft,N,No,21,6,643,697000
871793,W10,3,2,No,1000-1499 sqft,Yes,S,3,12,1198,1062000
962381,W10,1,1,No,500-999 sqft,Yes,No,5,0,682,749000
299880,W10,2,2,YES,500-999 sqft,N,S,10,4,475,743000
514884,W10,2,2,YES,2000-2499 sqft,N,No,4,19,1450,1938000
457730,W13,1,1,YES,0-499 sqft,Yes,No,10,21,418,584000
708721,W11,3,2,No,500-999 sqft,Yes,S,15,4,796,777000
202893,W13,1,1,No,0-499 sqft,Yes,S,1,5,321,431000
600516,W10,1,2,No,1000-1499 sqft,N,No,5,17,885,1337000
269631,W13,2,2,YES,500-999 sqft,Yes,No,9,3,694,732000
824397,W13,2,2,No,2000-2499 sqft,Yes,E,5,24,993,1326000
625181,W11,1,2,No,0-499 sqft,N,S,12,8,371,513000
241639,W11,1,1,No,500-999 sqft,N,E,1,1,881,1258000
776750,W13,1,1,No,500-999 sqft,Yes,We,14,7,668,823000
252189,W13,3,3,No,1500-1999 sqft,Yes,S,4,49,1450,2038000
215743,W10,2,3,No,1000-1499 sqft,Yes,E,4,7,1136,1675000
911357,W13,1,1,No,0-499 sqft,Yes,We,10,32,334,414000
833102,W10,2,2,No,500-999 sqft,Yes,E,22,9,683,739000
490745,W10,2,2,No,1500-1999 sqft,N,No,0,4,1141,1496000
782272,W11,1,1,No,500-999 sqft,N,No,14,11,733,820000
960729,W11,2,2,No,500-999 sqft,Yes,S,4,14,842,864000
147979,W10,3,2,No,500-999 sqft,Yes,No,4,2,765,692000
402457,W13,2,2,No,500-999 sqft,N,S,4,3,526,735000
665686,W10,1,1,No,500-999 sqft,Yes,E,16,16,458,499000
329405,W13,1,1,YES,0-499 sqft,Yes,No,44,2,387,510000
677586,W11,1,1,YES,500-999 sqft,N,E,26,0,415,537000
113285,W10,3,2,No,1500-1999 sqft,N,S,11,21,1796,2268000
151738,W13,1,1,No,500-999 sqft,N,No,18,7,548,584000
787163,W11,1,1,No,500-999 sqft,N,E,13,1,410,594000
576341,W11,0,1,No,500-999 sqft,N,No,36,14,328,490000
837508,W11,1,1,No,0-499 sqft,Yes,No,4,4,628,553000
889878,W13,1,1,YES,500-999 sqft,Yes,No,21,27,636,778000
450482,W11,1,1,YES,1500-1999 sqft,Yes,No,10,5,1013,1521000
678646,W10,1,1,No,500-999 sqft,N,S,6,4,381,705000
299428,W13,2,2,YES,500-999 sqft,N,S,18,16,584,661000
632755,W13,1,1,YES,0-499 sqft,Yes,S,9,26,441,512000
948997,W10,1,1,No,500-999 sqft,N,No,17,3,476,741000
412278,W13,2,2,No,500-999 sqft,N,No,17,10,501,718000
756106,W10,1,1,YES,500-999 sqft,N,E,3,1,780,780000
241001,W10,1,1,YES,500-999 sqft,Yes,S,18,9,493,584000
360469,W13,1,1,YES,0-499 sqft,Yes,S,17,5,295,451000
382051,W10,2,2,YES,500-999 sqft,N,S,9,1,900,1037000
866046,W11,1,1,YES,500-999 sqft,N,We,6,15,681,867000
575645,W10,1,2,No,0-499 sqft,Yes,E,7,23,433,513000
825376,W10,2,2,YES,500-999 sqft,N,S,37,20,794,931000
972587,W13,1,1,No,500-999 sqft,N,We,48,6,764,792000
832711,W13,1,1,YES,500-999 sqft,N,No,0,5,755,723000
729867,W13,1,1,No,0-499 sqft,Yes,S,4,8,364,518000
572341,W13,3,3,YES,1000-1499 sqft,Yes,No,16,23,1467,1602000
597309,W10,2,2,No,500-999 sqft,N,S,19,23,705,930000
348539,W10,2,2,No,1000-1499 sqft,N,No,33,15,756,1228000
147818,W13,3,2,No,0-499 sqft,Yes,E,31,32,447,566000
461557,W11,1,1,YES,500-999 sqft,N,S,26,2,529,639000
521273,W13,2,2,No,0-499 sqft,N,S,14,15,311,505000
772577,W10,1,1,No,500-999 sqft,Yes,We,6,3,494,655000
708567,W11,1,1,No,500-999 sqft,Yes,No,3,4,600,702000
791952,W13,1,1,YES,500-999 sqft,Yes,No,14,2,415,525000
905956,W10,3,3,YES,2000-2499 sqft,N,S,16,3,1952,1870000
328846,W13,1,1,No,500-999 sqft,Yes,We,0,6,444,614000
972513,W10,2,3,YES,1000-1499 sqft,Yes,We,2,14,1144,1481000
731471,W10,0,1,No,0-499 sqft,Yes,S,19,7,437,524000
441460,W10,1,1,No,0-499 sqft,N,No,15,3,314,435000
141326,W10,2,3,No,500-999 sqft,N,S,6,3,336,570000
272266,W10,2,2,YES,2000-2499 sqft,Yes,We,18,1,1221,1855000
935275,W10,1,1,No,1000-1499 sqft,N,S,29,8,643,1033000
334542,W11,1,2,YES,500-999 sqft,Yes,We,14,6,704,755000
978119,W13,2,2,YES,500-999 sqft,Yes,No,1,11,490,766000
778373,W10,2,2,No,500-999 sqft,Yes,No,18,13,960,1089000
959053,W13,1,1,YES,500-999 sqft,Yes,E,1,3,576,642000
629204,W13,2,3,No,2500-2999 sqft,N,No,19,25,1771,2530000
168927,W13,2,2,No,1000-1499 sqft,Yes,We,3,16,706,968000
337040,W10,3,3,No,500-999 sqft,N,S,5,7,1076,956000
882650,W10,3,3,No,500-999 sqft,Yes,E,12,18,970,794000
290382,W13,2,1,No,1500-1999 sqft,N,E,1,8,1032,1311000
440202,W11,1,1,No,500-999 sqft,Yes,E,11,10,616,578000
820339,W10,0,1,No,0-499 sqft,N,We,26,5,287,419000
158220,W10,1,1,YES,500-999 sqft,Yes,We,0,14,460,597000
157666,W13,1,1,No,0-499 sqft,Yes,S,7,6,637,465000
204767,W10,1,1,YES,0-499 sqft,Yes,We,43,3,602,691000
235295,W10,2,1,No,1000-1499 sqft,Yes,S,35,3,628,1041000
227005,W11,1,1,YES,0-499 sqft,Yes,S,25,1,412,580000
178894,W13,2,2,No,500-999 sqft,Yes,No,2,17,695,851000
456831,W13,3,2,No,1000-1499 sqft,Yes,We,5,3,1596,1786000
401523,W11,1,2,YES,500-999 sqft,N,S,9,30,491,587000
877796,W13,1,1,No,500-999 sqft,Yes,S,15,18,472,428000
218301,W10,2,3,No,500-999 sqft,Yes,No,8,2,521,725000
917568,W13,2,2,YES,1500-1999 sqft,N,No,1,23,2097,2482000
354392,W10,1,1,YES,500-999 sqft,N,We,9,14,624,572000
